d,d_nj,fte,bk,kfc,roys,wendys,co_owned,centralj,southj,pa1,pa2,demp,State
1,0,15.7,1,1,0,1,0,1,0,1,1,0,Philadelphia
1,0,11.4,1,1,0,1,0,1,0,1,1,0.5,Philadelphia
1,0,21.6,1,1,1,0,1,1,0,1,1,-3,Philadelphia
1,0,23,1,1,1,0,1,1,0,1,1,-0.5,Philadelphia
1,0,38.4,1,1,1,0,1,1,0,1,1,3.5,Philadelphia
1,0,33.4,0,1,1,1,0,1,1,1,1,15,Philadelphia
1,0,42.1,1,1,0,1,0,1,1,1,1,2.5,Philadelphia
1,0,29.6,1,1,0,1,1,1,1,1,1,-1,Philadelphia
1,0,27.3,1,1,0,1,0,1,1,1,1,7.5,Philadelphia
1,0,64.2,1,1,0,1,0,1,1,1,1,13.75,Philadelphia
1,0,28.6,1,1,1,0,1,1,1,1,1,0,Philadelphia
1,0,11,0,1,1,1,1,1,0,1,1,-2.5,Philadelphia
1,0,21.1,0,1,1,1,1,1,0,1,1,5.5,Philadelphia
1,0,37.6,0,1,1,1,0,1,0,1,1,-3,Philadelphia
1,0,11,0,1,1,1,1,1,0,1,1,1.5,Philadelphia
1,0,13.2,1,0,1,1,1,1,0,1,1,3,Philadelphia
1,0,29.3,1,0,1,1,1,1,0,1,1,19,Philadelphia
1,0,31.2,1,1,0,1,0,1,0,1,1,0.5,Philadelphia
1,0,11.1,1,1,0,1,0,1,0,1,1,-3.5,Philadelphia
1,0,22.2,0,1,1,1,1,0,1,1,1,2.25,Philadelphia
1,0,29.4,0,1,1,1,1,1,0,1,1,-12.5,Philadelphia
1,0,52,0,1,1,1,0,1,0,1,1,6.25,Philadelphia
1,0,17,0,1,1,1,0,1,0,1,1,-11,Philadelphia
1,0,43.7,0,1,1,1,1,1,0,1,1,2,Philadelphia
1,0,6.8,1,0,1,1,0,1,0,1,1,2.5,Philadelphia
1,0,16.6,1,0,1,1,0,1,0,1,1,-3,Philadelphia
1,0,16.9,1,0,1,1,0,1,0,1,1,3.25,Philadelphia
1,0,0.5,1,1,0,1,0,0,1,1,1,-10.75,Philadelphia
1,0,28.5,1,1,0,1,0,1,0,1,1,1,Philadelphia
1,0,19.7,1,1,0,1,0,1,0,1,1,5.75,Philadelphia
1,0,14.5,1,1,1,0,1,0,1,1,1,0.5,Philadelphia
1,0,28.5,0,1,1,1,0,1,0,1,1,2.5,Philadelphia
1,0,29.9,0,1,1,1,1,1,0,1,1,11,Philadelphia
1,0,36.6,0,1,1,1,1,1,0,1,1,4.5,Philadelphia
1,0,31.6,1,0,1,1,1,1,0,1,1,4.5,Philadelphia
1,0,29.7,1,0,1,1,1,1,0,1,1,4,Philadelphia
1,0,20,1,1,0,1,1,1,0,1,1,1.5,Philadelphia
1,0,18.6,1,1,1,0,1,1,0,1,1,2,Philadelphia
1,0,0.8,0,1,1,1,0,1,1,1,1,-11,Philadelphia
1,0,26.6,0,1,1,1,1,1,1,1,1,2.95,Philadelphia
1,0,9,0,1,1,1,1,1,1,1,1,-1,Philadelphia
1,0,29.3,0,1,1,1,1,1,1,1,1,2.5,Philadelphia
1,0,56.5,0,1,1,1,1,1,1,1,1,4.5,Philadelphia
1,0,21.3,0,1,1,1,1,1,1,1,1,5,Philadelphia
1,0,15.2,0,1,1,1,1,1,1,1,1,0.5,Philadelphia
1,0,35.7,0,1,1,1,1,1,1,1,1,-0.5,Philadelphia
1,0,31.6,0,1,1,1,1,1,1,1,1,11,Philadelphia
1,0,19.1,1,0,1,1,1,1,1,1,1,-1.5,Philadelphia
1,0,34.8,1,0,1,1,0,1,1,1,1,11.5,Philadelphia
1,0,23.3,1,1,0,1,0,1,1,1,1,-9.5,Philadelphia
1,0,19.3,1,1,0,1,0,1,1,1,1,-4,Philadelphia
1,0,51.4,1,1,0,1,0,1,1,1,1,11.5,Philadelphia
1,0,34.1,1,1,0,1,0,1,1,1,1,11.5,Philadelphia
1,0,27.3,1,1,0,1,0,1,1,1,1,-3,Philadelphia
1,0,19.7,1,1,0,1,1,1,1,1,1,8,Philadelphia
1,0,24.3,1,1,0,1,0,1,1,1,1,3,Philadelphia
1,0,15.5,1,1,0,1,0,1,1,1,1,-5,Philadelphia
1,0,31.8,0,1,1,1,1,1,1,1,1,0.5,Philadelphia
1,0,33.3,0,1,1,1,1,1,1,1,1,4.5,Philadelphia
1,0,11.2,1,0,1,1,1,0,1,1,1,-1.5,Philadelphia
1,0,17.9,0,1,1,1,1,1,1,1,1,-9.5,Philadelphia
1,0,15.9,0,1,1,1,1,1,1,1,1,-1,Philadelphia
1,0,25.6,0,1,1,1,1,1,1,1,1,-5.5,Philadelphia
1,0,37.1,0,1,1,1,0,1,1,1,1,5,Philadelphia
1,0,23.2,0,1,1,1,1,1,1,1,1,-19.5,Philadelphia
1,0,8.3,1,0,1,1,0,1,1,1,1,-2,Philadelphia
1,0,28,1,0,1,1,0,1,1,1,1,4,Philadelphia
1,0,19.7,1,0,1,1,1,1,1,1,1,10,Philadelphia
1,0,26,1,0,1,1,0,1,1,1,1,15.25,Philadelphia
1,0,18.4,1,0,1,1,0,1,1,1,1,8.25,Philadelphia
1,0,24,1,1,0,1,0,1,1,1,1,-3.5,Philadelphia
1,0,26.4,1,1,1,0,1,1,1,1,1,7,Philadelphia
1,0,33.2,1,1,1,0,1,1,1,1,1,6,Philadelphia
1,1,65,0,1,1,1,1,1,1,0,1,-16,Philadelphia
1,1,12.6,1,0,1,1,1,1,1,0,1,-1.75,Philadelphia
1,1,7.8,1,0,1,1,0,1,1,0,1,2.5,Philadelphia
1,1,53.1,1,1,1,0,0,1,1,0,1,-13.5,Philadelphia
1,1,22.5,1,1,1,0,0,1,1,0,1,12,Philadelphia
1,1,90.2,0,1,1,1,1,1,1,1,0,-41,Philadelphia
1,1,29.8,0,1,1,1,1,1,1,1,0,13.5,Philadelphia
1,1,9.3,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
1,1,13,1,0,1,1,0,1,1,0,1,0,Philadelphia
1,1,26.2,1,1,0,1,0,1,1,1,0,2.5,Philadelphia
1,1,98.9,0,1,1,1,1,1,1,1,0,-28.5,Philadelphia
1,1,36.3,0,1,1,1,1,1,1,1,0,4.5,Philadelphia
1,1,33.2,0,1,1,1,1,1,1,1,0,-2,Philadelphia
1,1,16.1,0,1,1,1,1,1,1,1,0,5,Philadelphia
1,1,18.4,1,0,1,1,0,1,1,1,0,3.75,Philadelphia
1,1,11.8,1,0,1,1,0,1,1,1,0,4.5,Philadelphia
1,1,16.6,1,1,0,1,0,1,1,1,0,4.5,Philadelphia
1,1,31,1,1,0,1,1,1,1,1,0,-13.5,Philadelphia
1,1,22.5,1,1,0,1,1,1,1,1,0,-3.5,Philadelphia
1,1,17.2,1,1,0,1,0,1,1,1,0,-5.75,Philadelphia
1,1,52.7,1,1,0,1,0,1,1,0,1,-16.5,Philadelphia
1,1,30.4,1,1,0,1,1,1,1,1,0,0.5,Philadelphia
1,1,25.6,1,1,0,1,0,1,1,1,0,-2,Philadelphia
1,1,26.2,1,1,1,0,0,1,1,1,0,2,Philadelphia
1,1,21.9,1,1,0,1,0,1,1,1,0,0,Philadelphia
1,1,17.7,1,1,0,1,0,1,1,1,0,-1,Philadelphia
1,1,55.8,0,1,1,1,1,1,1,0,1,-6.5,Philadelphia
1,1,31.1,0,1,1,1,1,1,1,0,1,-3,Philadelphia
1,1,38.7,0,1,1,1,1,1,1,0,1,-1,Philadelphia
1,1,30.7,0,1,1,1,1,1,1,0,1,8,Philadelphia
1,1,24.7,0,1,1,1,1,1,1,0,1,-7.5,Philadelphia
1,1,29.1,0,1,1,1,1,1,1,0,1,1.5,Philadelphia
1,1,20.4,0,1,1,1,1,1,1,0,1,6.5,Philadelphia
1,1,13.6,1,0,1,1,1,1,1,0,1,3.5,Philadelphia
1,1,11.5,1,0,1,1,1,1,1,0,1,6.5,Philadelphia
1,1,42.9,1,1,1,0,0,1,1,0,1,-17.5,Philadelphia
1,1,36.7,1,1,1,0,0,1,1,0,1,-5,Philadelphia
1,1,10.8,1,1,1,0,1,1,1,0,1,2,Philadelphia
1,1,35.6,1,1,1,0,1,1,1,0,1,0.5,Philadelphia
1,1,10.1,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
1,1,61.1,0,1,1,1,1,1,1,0,1,-9,Philadelphia
1,1,44.7,0,1,1,1,1,1,1,0,1,-18,Philadelphia
1,1,25.1,0,1,1,1,1,1,1,0,1,-3.5,Philadelphia
1,1,50.4,0,1,1,1,1,1,1,0,1,-7,Philadelphia
1,1,20.5,0,1,1,1,1,1,1,0,1,-1.25,Philadelphia
1,1,7,1,0,1,1,1,1,1,0,1,2.5,Philadelphia
1,1,14.8,1,1,1,0,1,1,1,0,1,3,Philadelphia
1,1,65.5,1,1,1,0,1,1,1,0,1,-19.5,Philadelphia
1,1,19.1,1,1,1,0,1,1,1,0,1,2,Philadelphia
1,1,21.1,1,1,1,0,1,1,1,0,1,7,Philadelphia
1,1,16.3,0,1,1,1,1,1,1,1,0,4,Philadelphia
1,1,21.1,0,1,1,1,1,1,1,1,0,12.5,Philadelphia
1,1,15.4,0,1,1,1,1,1,1,1,0,19.5,Philadelphia
1,1,9.4,1,0,1,1,0,1,1,1,0,6,Philadelphia
1,1,28.2,1,1,0,1,0,1,1,1,0,-2.5,Philadelphia
1,1,16.5,1,1,1,0,1,1,1,1,0,2.75,Philadelphia
1,1,38.1,0,1,1,1,1,1,1,1,0,-12,Philadelphia
1,1,70.6,0,1,1,1,1,1,1,1,0,-17.5,Philadelphia
1,1,23.3,0,1,1,1,1,1,1,1,0,13.5,Philadelphia
1,1,54.3,0,1,1,1,1,1,1,1,0,-10.5,Philadelphia
1,1,17.7,0,1,1,1,1,1,1,0,1,-0.5,Philadelphia
1,1,20.4,0,1,1,1,1,1,1,1,0,-5.5,Philadelphia
1,1,63.1,0,1,1,1,1,1,1,0,1,-21,Philadelphia
1,1,12.3,1,0,1,1,0,1,1,1,0,5,Philadelphia
1,1,16.6,1,1,0,1,1,1,1,1,0,-18,Philadelphia
1,1,18.2,1,1,0,1,0,1,1,1,0,1,Philadelphia
1,1,30.4,1,1,1,0,0,1,1,1,0,-0.75,Philadelphia
1,1,34.6,0,1,1,1,1,1,1,1,0,19.5,Philadelphia
1,1,19.7,0,1,1,1,1,1,1,1,0,23.25,Philadelphia
1,1,32.8,1,1,0,1,0,1,1,1,0,-8.75,Philadelphia
1,1,23.5,1,1,0,1,0,1,1,1,0,-2,Philadelphia
1,1,19.6,1,1,0,1,1,1,1,1,0,16.5,Philadelphia
1,1,21.8,1,1,0,1,0,1,1,1,0,-9.75,Philadelphia
1,1,16.6,0,1,1,1,1,1,1,0,1,-1,Philadelphia
1,1,15.5,0,1,1,1,1,1,1,0,1,-3,Philadelphia
1,1,39.8,0,1,1,1,1,1,1,0,1,-16,Philadelphia
1,1,15.5,1,0,1,1,1,1,1,0,1,-1.75,Philadelphia
1,1,10.2,1,0,1,1,0,1,1,0,1,2.5,Philadelphia
1,1,18.9,1,1,1,0,0,1,1,0,1,-13.5,Philadelphia
1,1,30.8,1,1,1,0,0,1,1,0,1,12,Philadelphia
1,1,34.1,0,1,1,1,1,1,1,1,0,-41,Philadelphia
1,1,61.8,0,1,1,1,1,1,1,1,0,13.5,Philadelphia
1,1,10.5,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
1,1,13,1,0,1,1,0,1,1,0,1,0,Philadelphia
1,1,21.9,1,1,0,1,0,1,1,1,0,2.5,Philadelphia
1,1,31,0,1,1,1,1,1,1,1,0,-28.5,Philadelphia
1,1,34,0,1,1,1,1,1,1,1,0,4.5,Philadelphia
1,1,30.3,0,1,1,1,1,1,1,1,0,-2,Philadelphia
1,1,17.4,0,1,1,1,1,1,1,1,0,5,Philadelphia
1,1,32.3,1,0,1,1,0,1,1,1,0,3.75,Philadelphia
1,1,17.6,1,0,1,1,0,1,1,1,0,4.5,Philadelphia
1,1,21.4,1,1,0,1,0,1,1,1,0,4.5,Philadelphia
1,1,15,1,1,0,1,1,1,1,1,0,-13.5,Philadelphia
1,1,10.7,1,1,0,1,1,1,1,1,0,-3.5,Philadelphia
1,1,18.6,1,1,0,1,0,1,1,1,0,-5.75,Philadelphia
1,1,31.9,1,1,0,1,0,1,1,0,1,-16.5,Philadelphia
1,1,23,1,1,0,1,1,1,1,1,0,0.5,Philadelphia
1,1,17.4,1,1,0,1,0,1,1,1,0,-2,Philadelphia
1,1,21.6,1,1,1,0,0,1,1,1,0,2,Philadelphia
1,1,11.5,1,1,0,1,0,1,1,1,0,0,Philadelphia
1,1,28.2,1,1,0,1,0,1,1,1,0,-1,Philadelphia
1,1,25.3,0,1,1,1,1,1,1,0,1,-6.5,Philadelphia
1,1,17.2,0,1,1,1,1,1,1,0,1,-3,Philadelphia
1,1,36.2,0,1,1,1,1,1,1,0,1,-1,Philadelphia
1,1,32.7,0,1,1,1,1,1,1,0,1,8,Philadelphia
1,1,14.4,0,1,1,1,1,1,1,0,1,-7.5,Philadelphia
1,1,20.6,0,1,1,1,1,1,1,0,1,1.5,Philadelphia
1,1,29.4,0,1,1,1,1,1,1,0,1,6.5,Philadelphia
1,1,26.5,1,0,1,1,1,1,1,0,1,3.5,Philadelphia
1,1,21,1,0,1,1,1,1,1,0,1,6.5,Philadelphia
1,1,23.5,1,1,1,0,0,1,1,0,1,-17.5,Philadelphia
1,1,20.7,1,1,1,0,0,1,1,0,1,-5,Philadelphia
1,1,17.9,1,1,1,0,1,1,1,0,1,2,Philadelphia
1,1,42.7,1,1,1,0,1,1,1,0,1,0.5,Philadelphia
1,1,12,1,0,1,1,0,1,1,1,0,0.5,Philadelphia
1,1,38.2,0,1,1,1,1,1,1,0,1,-9,Philadelphia
1,1,50.8,0,1,1,1,1,1,1,0,1,-18,Philadelphia
1,1,22,0,1,1,1,1,1,1,0,1,-3.5,Philadelphia
1,1,62.7,0,1,1,1,1,1,1,0,1,-7,Philadelphia
1,1,17.4,0,1,1,1,1,1,1,0,1,-1.25,Philadelphia
1,1,14.6,1,0,1,1,1,1,1,0,1,2.5,Philadelphia
1,1,28.4,1,1,1,0,1,1,1,0,1,3,Philadelphia
1,1,18.4,1,1,1,0,1,1,1,0,1,-19.5,Philadelphia
1,1,29.6,1,1,1,0,1,1,1,0,1,2,Philadelphia
1,1,53.7,1,1,1,0,1,1,1,0,1,7,Philadelphia
1,1,30.2,0,1,1,1,1,1,1,1,0,4,Philadelphia
1,1,32.1,0,1,1,1,1,1,1,1,0,12.5,Philadelphia
1,1,49,0,1,1,1,1,1,1,1,0,19.5,Philadelphia
1,1,17.6,1,0,1,1,0,1,1,1,0,6,Philadelphia
1,1,13.6,1,1,0,1,0,1,1,1,0,-2.5,Philadelphia
1,1,33.3,1,1,1,0,1,1,1,1,0,2.75,Philadelphia
1,1,36.8,0,1,1,1,1,1,1,1,0,-12,Philadelphia
1,1,36.8,0,1,1,1,1,1,1,1,0,-17.5,Philadelphia
1,1,34.7,0,1,1,1,1,1,1,1,0,13.5,Philadelphia
1,1,28,0,1,1,1,1,1,1,1,0,-10.5,Philadelphia
1,1,22.6,0,1,1,1,1,1,1,0,1,-0.5,Philadelphia
1,1,30.7,0,1,1,1,1,1,1,1,0,-5.5,Philadelphia
1,1,30.1,0,1,1,1,1,1,1,0,1,-21,Philadelphia
1,1,11,1,0,1,1,0,1,1,1,0,5,Philadelphia
1,1,0.5,1,1,0,1,1,1,1,1,0,-18,Philadelphia
1,1,21.3,1,1,0,1,0,1,1,1,0,1,Philadelphia
1,1,27.6,1,1,1,0,0,1,1,1,0,-0.75,Philadelphia
1,1,37.2,0,1,1,1,1,1,1,1,0,19.5,Philadelphia
1,1,44.6,0,1,1,1,1,1,1,1,0,23.25,Philadelphia
1,1,12.9,1,1,0,1,0,1,1,1,0,-8.75,Philadelphia
1,1,11.2,1,1,0,1,0,1,1,1,0,-2,Philadelphia
1,1,39.8,1,1,0,1,1,1,1,1,0,16.5,Philadelphia
1,1,14.3,1,1,0,1,0,1,1,1,0,-9.75,Philadelphia
1,1,17.1,0,1,1,1,1,1,1,0,1,-1,Philadelphia
1,1,21.5,0,1,1,1,1,1,1,0,1,-3,Philadelphia
